heuristics,c,iterations,seed,num_games,backop,threshold,domain, max_alg, num_of_games,max_time,avg_score
1,5,1000,0,1000,1,10,5,UCT,1000,0.001989,34.191292
1,5,1000,0,1000,1,1,5,UCT,1000,0.001986,34.191292
1,5,1000,0,1000,1,25,5,UCT,1000,0.001987,34.191292
1,5,1000,0,1000,1,50,5,UCT,1000,0.001986,34.191292
1,10,1000,0,1000,1,10,5,UCT,1000,0.001871,35.041154
1,10,1000,0,1000,1,1,5,UCT,1000,0.001888,35.041154
1,10,1000,0,1000,1,25,5,UCT,1000,0.001868,35.041154
1,10,1000,0,1000,1,50,5,UCT,1000,0.001987,35.041154
1,15,1000,0,1000,1,10,5,UCT,1000,0.001857,35.502707
1,15,1000,0,1000,1,1,5,UCT,1000,0.001822,35.502707
1,15,1000,0,1000,1,25,5,UCT,1000,0.00183,35.502707
1,15,1000,0,1000,1,50,5,UCT,1000,0.001822,35.502707
1,5,5000,0,1000,1,10,5,UCT,1000,0.012356,32.573821
1,5,5000,0,1000,1,1,5,UCT,1000,0.012327,32.573821
1,5,5000,0,1000,1,25,5,UCT,1000,0.012352,32.573821
1,5,5000,0,1000,1,50,5,UCT,1000,0.012339,32.573821
1,10,5000,0,1000,1,10,5,UCT,1000,0.011469,33.16922
1,10,5000,0,1000,1,1,5,UCT,1000,0.011471,33.16922
1,10,5000,0,1000,1,25,5,UCT,1000,0.024924,33.16922
1,10,5000,0,1000,1,50,5,UCT,1000,0.01156,33.16922
1,15,5000,0,1000,1,10,5,UCT,1000,0.011082,33.566373
1,15,5000,0,1000,1,1,5,UCT,1000,0.011164,33.566373
1,15,5000,0,1000,1,25,5,UCT,1000,0.011783,33.566373
1,15,5000,0,1000,1,50,5,UCT,1000,0.011089,33.566373
1,5,10000,0,1000,1,10,5,UCT,1000,0.027485,32.43107
1,5,10000,0,1000,1,1,5,UCT,1000,0.026825,32.43107
1,5,10000,0,1000,1,25,5,UCT,1000,0.026974,32.43107
1,5,10000,0,1000,1,50,5,UCT,1000,0.026803,32.43107
1,10,10000,0,1000,1,10,5,UCT,1000,0.025045,32.597314
1,10,10000,0,1000,1,1,5,UCT,1000,0.024964,32.597314
1,10,10000,0,1000,1,25,5,UCT,1000,0.025128,32.597314
1,10,10000,0,1000,1,50,5,UCT,1000,0.024875,32.597314
1,15,10000,0,1000,1,10,5,UCT,1000,0.02399,33.558326
1,15,10000,0,1000,1,1,5,UCT,1000,0.023985,33.558326
1,15,10000,0,1000,1,25,5,UCT,1000,0.023974,33.558326
1,15,10000,0,1000,1,50,5,UCT,1000,0.02397,33.558326
1,5,15000,0,1000,1,10,5,UCT,1000,0.042208,32.249994
1,5,15000,0,1000,1,1,5,UCT,1000,0.042123,32.249994
1,5,15000,0,1000,1,25,5,UCT,1000,0.042121,32.249994
1,5,15000,0,1000,1,50,5,UCT,1000,0.04217,32.249994
1,10,15000,0,1000,1,10,5,UCT,1000,0.039183,32.284041
1,10,15000,0,1000,1,1,5,UCT,1000,0.039035,32.284041
1,10,15000,0,1000,1,25,5,UCT,1000,0.038993,32.284041
1,10,15000,0,1000,1,50,5,UCT,1000,0.03972,32.284041
1,15,15000,0,1000,1,10,5,UCT,1000,0.037812,32.706086
1,15,15000,0,1000,1,1,5,UCT,1000,0.037676,32.706086
1,15,15000,0,1000,1,25,5,UCT,1000,0.037737,32.706086
1,15,15000,0,1000,1,50,5,UCT,1000,0.039094,32.706086
1,10,25000,0,1000,1,10,5,UCT,1000,0.071277,32.149043
1,10,25000,0,1000,1,1,5,UCT,1000,0.06995,32.149043
1,10,25000,0,1000,1,25,5,UCT,1000,0.069256,32.149043
1,10,25000,0,1000,1,50,5,UCT,1000,0.06934,32.149043
1,5,25000,0,1000,1,10,5,UCT,1000,0.07599,32.161031
1,5,25000,0,1000,1,1,5,UCT,1000,0.074486,32.161031
1,5,25000,0,1000,1,25,5,UCT,1000,0.074549,32.161031
1,5,25000,0,1000,1,50,5,UCT,1000,0.074487,32.161031
1,15,25000,0,1000,1,10,5,UCT,1000,0.068347,32.334484
1,15,25000,0,1000,1,1,5,UCT,1000,0.070845,32.334484
1,15,25000,0,1000,1,25,5,UCT,1000,0.066715,32.334484
1,15,25000,0,1000,1,50,5,UCT,1000,0.066664,32.334484
1,10,50000,0,1000,1,10,5,UCT,1000,0.151776,32.080327
1,10,50000,0,1000,1,1,5,UCT,1000,0.329279,32.080327
1,10,50000,0,1000,1,25,5,UCT,1000,0.151817,32.080327
1,10,50000,0,1000,1,50,5,UCT,1000,0.151721,32.080327
1,15,50000,0,1000,1,10,5,UCT,1000,0.146611,32.110398
1,15,50000,0,1000,1,1,5,UCT,1000,0.150961,32.110398
1,15,50000,0,1000,1,25,5,UCT,1000,0.146539,32.110398
1,15,50000,0,1000,1,50,5,UCT,1000,0.146512,32.110398
1,5,50000,0,1000,1,10,5,UCT,1000,0.161736,32.146516
1,5,50000,0,1000,1,1,5,UCT,1000,0.254576,32.146516
1,5,50000,0,1000,1,25,5,UCT,1000,0.161355,32.146516
1,5,50000,0,1000,1,50,5,UCT,1000,0.161719,32.146516
1,15,75000,0,1000,1,10,5,UCT,1000,0.230845,32.108268
1,15,75000,0,1000,1,1,5,UCT,1000,0.230622,32.108268
1,15,75000,0,1000,1,25,5,UCT,1000,0.230324,32.108268
1,15,75000,0,1000,1,50,5,UCT,1000,0.230458,32.108268
1,10,75000,0,1000,1,10,5,UCT,1000,0.240899,32.121884
1,10,75000,0,1000,1,1,5,UCT,1000,0.238495,32.121884
1,10,75000,0,1000,1,25,5,UCT,1000,0.239649,32.121884
1,10,75000,0,1000,1,50,5,UCT,1000,0.238029,32.121884
1,5,75000,0,1000,1,10,5,UCT,1000,0.251497,32.194913
1,5,75000,0,1000,1,1,5,UCT,1000,0.254635,32.194913
1,5,75000,0,1000,1,25,5,UCT,1000,0.252016,32.194913
1,5,75000,0,1000,1,50,5,UCT,1000,0.251672,32.194913
1,5,100000,0,1000,1,10,5,UCT,1000,0.349137,32.08193
1,5,100000,0,1000,1,1,5,UCT,1000,0.346294,32.08193
1,5,100000,0,1000,1,25,5,UCT,1000,0.343524,32.08193
1,5,100000,0,1000,1,50,5,UCT,1000,0.34346,32.08193
1,10,100000,0,1000,1,10,5,UCT,1000,0.327175,32.103511
1,10,100000,0,1000,1,1,5,UCT,1000,0.330465,32.103511
1,10,100000,0,1000,1,25,5,UCT,1000,0.328324,32.103511
1,10,100000,0,1000,1,50,5,UCT,1000,0.327407,32.103511
1,15,100000,0,1000,1,10,5,UCT,1000,0.317937,32.109712
1,15,100000,0,1000,1,1,5,UCT,1000,0.318147,32.109712
1,15,100000,0,1000,1,25,5,UCT,1000,0.323249,32.109712
1,15,100000,0,1000,1,50,5,UCT,1000,0.320791,32.109712
1,5,1000,0,1000,3,25,5,UCT,1000,0.002185,34.125554
1,5,1000,0,1000,3,10,5,UCT,1000,0.002375,34.222139
1,5,1000,0,1000,3,50,5,UCT,1000,0.002161,34.438498
1,10,1000,0,1000,3,25,5,UCT,1000,0.002172,34.818759
1,10,1000,0,1000,3,10,5,UCT,1000,0.002083,34.907083
1,10,1000,0,1000,3,50,5,UCT,1000,0.002033,35.042282
1,5,1000,0,1000,3,1,5,UCT,1000,0.002309,35.32311
1,15,1000,0,1000,3,10,5,UCT,1000,0.002042,35.578616
1,15,1000,0,1000,3,25,5,UCT,1000,0.001994,35.582648
1,15,1000,0,1000,3,50,5,UCT,1000,0.001962,35.594936
1,10,1000,0,1000,3,1,5,UCT,1000,0.002202,36.087288
1,15,1000,0,1000,3,1,5,UCT,1000,0.002179,36.886075
1,5,5000,0,1000,3,50,5,UCT,1000,0.013676,32.63762
1,5,5000,0,1000,3,25,5,UCT,1000,0.01386,32.701444
1,5,5000,0,1000,3,10,5,UCT,1000,0.014153,32.763856
1,10,5000,0,1000,3,50,5,UCT,1000,0.012652,33.061676
1,10,5000,0,1000,3,25,5,UCT,1000,0.013041,33.197061
1,10,5000,0,1000,3,10,5,UCT,1000,0.012967,33.578159
1,5,5000,0,1000,3,1,5,UCT,1000,0.015117,33.772082
1,15,5000,0,1000,3,25,5,UCT,1000,0.013194,33.788243
1,15,5000,0,1000,3,50,5,UCT,1000,0.012201,33.829191
1,15,5000,0,1000,3,10,5,UCT,1000,0.012572,34.183989
1,10,5000,0,1000,3,1,5,UCT,1000,0.013648,34.225549
1,15,5000,0,1000,3,1,5,UCT,1000,0.013436,35.438704
1,5,10000,0,1000,3,25,5,UCT,1000,0.030708,32.318188
1,5,10000,0,1000,3,50,5,UCT,1000,0.029939,32.428732
1,5,10000,0,1000,3,10,5,UCT,1000,0.030506,32.482465
1,10,10000,0,1000,3,25,5,UCT,1000,0.027981,32.559326
1,10,10000,0,1000,3,50,5,UCT,1000,0.027752,32.682444
1,10,10000,0,1000,3,10,5,UCT,1000,0.028512,32.984552
1,5,10000,0,1000,3,1,5,UCT,1000,0.03169,33.246863
1,15,10000,0,1000,3,25,5,UCT,1000,0.02747,33.61281
1,15,10000,0,1000,3,50,5,UCT,1000,0.028351,33.656739
1,15,10000,0,1000,3,10,5,UCT,1000,0.027484,34.053152
1,10,10000,0,1000,3,1,5,UCT,1000,0.03174,34.072665
1,15,10000,0,1000,3,1,5,UCT,1000,0.028989,36.02697
1,5,15000,0,1000,3,10,5,UCT,1000,0.048013,32.219053
1,5,15000,0,1000,3,25,5,UCT,1000,0.04765,32.302349
1,5,15000,0,1000,3,50,5,UCT,1000,0.047299,32.305308
1,10,15000,0,1000,3,50,5,UCT,1000,0.043753,32.32497
1,10,15000,0,1000,3,25,5,UCT,1000,0.044224,32.398372
1,10,15000,0,1000,3,10,5,UCT,1000,0.044407,32.615716
1,15,15000,0,1000,3,50,5,UCT,1000,0.04214,32.852956
1,15,15000,0,1000,3,25,5,UCT,1000,0.042495,32.965658
1,5,15000,0,1000,3,1,5,UCT,1000,0.049375,33.180789
1,15,15000,0,1000,3,10,5,UCT,1000,0.042949,33.559005
1,10,15000,0,1000,3,1,5,UCT,1000,0.046978,33.807497
1,15,15000,0,1000,3,1,5,UCT,1000,0.045691,35.421759
1,10,25000,0,1000,3,50,5,UCT,1000,0.078473,32.149487
1,10,25000,0,1000,3,25,5,UCT,1000,0.078675,32.159102
1,5,25000,0,1000,3,25,5,UCT,1000,0.084607,32.177658
1,5,25000,0,1000,3,50,5,UCT,1000,0.089217,32.192563
1,5,25000,0,1000,3,10,5,UCT,1000,0.087077,32.213901
1,15,25000,0,1000,3,50,5,UCT,1000,0.075031,32.350408
1,10,25000,0,1000,3,10,5,UCT,1000,0.078654,32.428392
1,15,25000,0,1000,3,25,5,UCT,1000,0.074754,32.636343
1,15,25000,0,1000,3,10,5,UCT,1000,0.075898,32.840114
1,5,25000,0,1000,3,1,5,UCT,1000,0.088525,33.053565
1,10,25000,0,1000,3,1,5,UCT,1000,0.083608,33.350908
1,15,25000,0,1000,3,1,5,UCT,1000,0.080793,35.377472
1,10,50000,0,1000,3,25,5,UCT,1000,0.175202,32.106131
1,15,50000,0,1000,3,50,5,UCT,1000,0.165598,32.120901
1,5,50000,0,1000,3,50,5,UCT,1000,0.183112,32.126072
1,10,50000,0,1000,3,50,5,UCT,1000,0.176045,32.137055
1,5,50000,0,1000,3,25,5,UCT,1000,0.184262,32.138788
1,5,50000,0,1000,3,10,5,UCT,1000,0.186371,32.19054
1,10,50000,0,1000,3,10,5,UCT,1000,0.258258,32.435647
1,15,50000,0,1000,3,25,5,UCT,1000,0.174366,32.509593
1,15,50000,0,1000,3,10,5,UCT,1000,0.171292,32.771712
1,5,50000,0,1000,3,1,5,UCT,1000,0.191981,33.103104
1,10,50000,0,1000,3,1,5,UCT,1000,0.1837,33.597994
1,15,50000,0,1000,3,1,5,UCT,1000,0.178036,35.133048
1,10,75000,0,1000,3,50,5,UCT,1000,0.273673,32.08454
1,5,75000,0,1000,3,25,5,UCT,1000,0.288199,32.182214
1,15,75000,0,1000,3,50,5,UCT,1000,0.26045,32.184036
1,5,75000,0,1000,3,50,5,UCT,1000,0.286487,32.184168
1,5,75000,0,1000,3,10,5,UCT,1000,0.291329,32.203072
1,10,75000,0,1000,3,25,5,UCT,1000,0.273579,32.210622
1,10,75000,0,1000,3,10,5,UCT,1000,0.272342,32.451439
1,15,75000,0,1000,3,25,5,UCT,1000,0.259171,32.474564
1,15,75000,0,1000,3,10,5,UCT,1000,0.262467,32.796457
1,5,75000,0,1000,3,1,5,UCT,1000,0.300238,33.072879
1,10,75000,0,1000,3,1,5,UCT,1000,0.289215,33.640839
1,15,75000,0,1000,3,1,5,UCT,1000,0.281403,34.993072
1,10,100000,0,1000,3,50,5,UCT,1000,0.373666,32.094884
1,5,100000,0,1000,3,25,5,UCT,1000,0.39436,32.125658
1,5,100000,0,1000,3,50,5,UCT,1000,0.391432,32.127629
1,5,100000,0,1000,3,10,5,UCT,1000,0.398876,32.156516
1,10,100000,0,1000,3,25,5,UCT,1000,0.372086,32.223911
1,15,100000,0,1000,3,50,5,UCT,1000,0.357372,32.245698
1,15,100000,0,1000,3,25,5,UCT,1000,0.357865,32.444823
1,10,100000,0,1000,3,10,5,UCT,1000,0.802154,32.446368
1,15,100000,0,1000,3,10,5,UCT,1000,0.361435,32.87242
1,5,100000,0,1000,3,1,5,UCT,1000,0.411648,33.043536
1,10,100000,0,1000,3,1,5,UCT,1000,0.398187,33.827709
1,15,100000,0,1000,3,1,5,UCT,1000,0.387112,35.15606
1,5,1000,0,1000,5,25,5,UCT,1000,0.00217,33.917808
1,5,1000,0,1000,5,50,5,UCT,1000,0.002138,34.215811
1,5,1000,0,1000,5,10,5,UCT,1000,0.002211,34.290276
1,10,1000,0,1000,5,25,5,UCT,1000,0.002027,34.690357
1,10,1000,0,1000,5,50,5,UCT,1000,0.002002,34.732818
1,10,1000,0,1000,5,10,5,UCT,1000,0.002064,35.238404
1,5,1000,0,1000,5,1,5,UCT,1000,0.002258,35.31611
1,15,1000,0,1000,5,25,5,UCT,1000,0.001981,35.575423
1,15,1000,0,1000,5,10,5,UCT,1000,0.002017,35.575891
1,15,1000,0,1000,5,50,5,UCT,1000,0.00195,35.632534
1,10,1000,0,1000,5,1,5,UCT,1000,0.002195,37.109473
1,15,1000,0,1000,5,1,5,UCT,1000,0.002172,38.452651
1,5,5000,0,1000,5,25,5,UCT,1000,0.013878,32.54336
1,5,5000,0,1000,5,10,5,UCT,1000,0.013857,32.606701
1,5,5000,0,1000,5,50,5,UCT,1000,0.013509,32.673282
1,10,5000,0,1000,5,50,5,UCT,1000,0.012536,33.189835
1,10,5000,0,1000,5,25,5,UCT,1000,0.012684,33.244688
1,10,5000,0,1000,5,10,5,UCT,1000,0.01285,33.403275
1,15,5000,0,1000,5,50,5,UCT,1000,0.012155,33.581108
1,5,5000,0,1000,5,1,5,UCT,1000,0.014151,33.619707
1,15,5000,0,1000,5,25,5,UCT,1000,0.012302,33.693248
1,15,5000,0,1000,5,10,5,UCT,1000,0.012426,34.11806
1,10,5000,0,1000,5,1,5,UCT,1000,0.013542,34.495612
1,15,5000,0,1000,5,1,5,UCT,1000,0.013231,35.961848
1,5,10000,0,1000,5,50,5,UCT,1000,0.029787,32.313661
1,5,10000,0,1000,5,25,5,UCT,1000,0.029891,32.355886
1,5,10000,0,1000,5,10,5,UCT,1000,0.030208,32.437406
1,10,10000,0,1000,5,50,5,UCT,1000,0.027493,32.620426
1,10,10000,0,1000,5,25,5,UCT,1000,0.027762,32.629966
1,10,10000,0,1000,5,10,5,UCT,1000,0.027968,33.004498
1,5,10000,0,1000,5,1,5,UCT,1000,0.031533,33.321348
1,15,10000,0,1000,5,50,5,UCT,1000,0.026523,33.458172
1,15,10000,0,1000,5,25,5,UCT,1000,0.026837,33.886594
1,10,10000,0,1000,5,1,5,UCT,1000,0.029594,34.085406
1,15,10000,0,1000,5,10,5,UCT,1000,0.02701,34.086228
1,15,10000,0,1000,5,1,5,UCT,1000,0.028658,36.189484
1,5,15000,0,1000,5,25,5,UCT,1000,0.047104,32.29945
1,5,15000,0,1000,5,50,5,UCT,1000,0.046824,32.302124
1,5,15000,0,1000,5,10,5,UCT,1000,0.047588,32.307325
1,10,15000,0,1000,5,50,5,UCT,1000,0.043309,32.346639
1,10,15000,0,1000,5,25,5,UCT,1000,0.046539,32.371815
1,10,15000,0,1000,5,10,5,UCT,1000,0.044015,32.718142
1,15,15000,0,1000,5,50,5,UCT,1000,0.041875,32.788091
1,15,15000,0,1000,5,25,5,UCT,1000,0.041983,33.075511
1,5,15000,0,1000,5,1,5,UCT,1000,0.048828,33.216735
1,15,15000,0,1000,5,10,5,UCT,1000,0.042596,33.340206
1,10,15000,0,1000,5,1,5,UCT,1000,0.047063,33.798774
1,15,15000,0,1000,5,1,5,UCT,1000,0.045294,35.527474
1,10,25000,0,1000,5,50,5,UCT,1000,0.077692,32.138457
1,10,25000,0,1000,5,25,5,UCT,1000,0.07836,32.181859
1,5,25000,0,1000,5,25,5,UCT,1000,0.08365,32.247462
1,5,25000,0,1000,5,10,5,UCT,1000,0.084431,32.247675
1,5,25000,0,1000,5,50,5,UCT,1000,0.083877,32.248575
1,15,25000,0,1000,5,50,5,UCT,1000,0.079029,32.298609
1,10,25000,0,1000,5,10,5,UCT,1000,0.077887,32.492032
1,15,25000,0,1000,5,25,5,UCT,1000,0.075517,32.559397
1,15,25000,0,1000,5,10,5,UCT,1000,0.075108,32.733569
1,5,25000,0,1000,5,1,5,UCT,1000,0.087965,33.177754
1,10,25000,0,1000,5,1,5,UCT,1000,0.082876,33.487298
1,15,25000,0,1000,5,1,5,UCT,1000,0.080248,35.093634
1,5,50000,0,1000,5,50,5,UCT,1000,0.183044,32.086913
1,15,50000,0,1000,5,50,5,UCT,1000,0.164488,32.134528
1,10,50000,0,1000,5,50,5,UCT,1000,0.170185,32.147795
1,5,50000,0,1000,5,25,5,UCT,1000,0.183944,32.151114
1,5,50000,0,1000,5,10,5,UCT,1000,0.184276,32.188374
1,10,50000,0,1000,5,25,5,UCT,1000,0.171026,32.202173
1,10,50000,0,1000,5,10,5,UCT,1000,0.256613,32.424492
1,15,50000,0,1000,5,25,5,UCT,1000,0.163074,32.472321
1,15,50000,0,1000,5,10,5,UCT,1000,0.165486,32.763109
1,5,50000,0,1000,5,1,5,UCT,1000,0.190316,33.072109
1,10,50000,0,1000,5,1,5,UCT,1000,0.182237,33.49733
1,15,50000,0,1000,5,1,5,UCT,1000,0.178777,35.1852
1,10,75000,0,1000,5,50,5,UCT,1000,0.268798,32.130913
1,5,75000,0,1000,5,50,5,UCT,1000,0.283781,32.181156
1,5,75000,0,1000,5,10,5,UCT,1000,0.288718,32.181918
1,5,75000,0,1000,5,25,5,UCT,1000,0.285684,32.219688
1,15,75000,0,1000,5,50,5,UCT,1000,0.26268,32.222006
1,10,75000,0,1000,5,25,5,UCT,1000,0.269126,32.251438
1,15,75000,0,1000,5,25,5,UCT,1000,0.257244,32.479564
1,10,75000,0,1000,5,10,5,UCT,1000,0.269793,32.53035
1,15,75000,0,1000,5,10,5,UCT,1000,0.264738,32.792244
1,5,75000,0,1000,5,1,5,UCT,1000,0.301896,33.062252
1,10,75000,0,1000,5,1,5,UCT,1000,0.285765,33.892538
1,15,75000,0,1000,5,1,5,UCT,1000,0.277989,35.385384
1,10,100000,0,1000,5,50,5,UCT,1000,0.377579,32.101369
1,5,100000,0,1000,5,10,5,UCT,1000,0.422447,32.128344
1,5,100000,0,1000,5,50,5,UCT,1000,0.388345,32.143771
1,5,100000,0,1000,5,25,5,UCT,1000,0.3902,32.153013
1,10,100000,0,1000,5,25,5,UCT,1000,0.378737,32.231053
1,15,100000,0,1000,5,50,5,UCT,1000,0.354227,32.259999
1,15,100000,0,1000,5,25,5,UCT,1000,0.359996,32.477078
1,10,100000,0,1000,5,10,5,UCT,1000,0.370901,32.509468
1,15,100000,0,1000,5,10,5,UCT,1000,0.358634,32.822982
1,5,100000,0,1000,5,1,5,UCT,1000,0.407328,33.08695
1,10,100000,0,1000,5,1,5,UCT,1000,0.397706,33.6953
1,15,100000,0,1000,5,1,5,UCT,1000,0.390901,35.356514
1,5,1000,0,1000,6,50,5,UCT,1000,0.002208,33.934155
1,5,1000,0,1000,6,10,5,UCT,1000,0.002392,34.219245
1,5,1000,0,1000,6,25,5,UCT,1000,0.00228,34.278257
1,10,1000,0,1000,6,50,5,UCT,1000,0.00209,34.780904
1,10,1000,0,1000,6,25,5,UCT,1000,0.002151,34.828144
1,10,1000,0,1000,6,10,5,UCT,1000,0.002314,35.066615
1,5,1000,0,1000,6,1,5,UCT,1000,0.002868,35.251788
1,15,1000,0,1000,6,10,5,UCT,1000,0.002287,35.484043
1,15,1000,0,1000,6,50,5,UCT,1000,0.002047,35.502757
1,15,1000,0,1000,6,25,5,UCT,1000,0.002125,35.50792
1,10,1000,0,1000,6,1,5,UCT,1000,0.002742,36.940261
1,15,1000,0,1000,6,1,5,UCT,1000,0.002705,38.939468
1,5,5000,0,1000,6,50,5,UCT,1000,0.014248,32.630483
1,5,5000,0,1000,6,10,5,UCT,1000,0.015435,32.694069
1,5,5000,0,1000,6,25,5,UCT,1000,0.014584,32.715118
1,10,5000,0,1000,6,25,5,UCT,1000,0.013871,33.170522
1,5,5000,0,1000,6,1,5,UCT,1000,0.018247,33.177844
1,10,5000,0,1000,6,50,5,UCT,1000,0.013405,33.192884
1,10,5000,0,1000,6,10,5,UCT,1000,0.014915,33.398802
1,15,5000,0,1000,6,50,5,UCT,1000,0.013124,33.579062
1,15,5000,0,1000,6,25,5,UCT,1000,0.013662,33.675893
1,15,5000,0,1000,6,10,5,UCT,1000,0.014673,33.959553
1,10,5000,0,1000,6,1,5,UCT,1000,0.017127,34.293937
1,15,5000,0,1000,6,1,5,UCT,1000,0.016825,34.989841
1,5,10000,0,1000,6,50,5,UCT,1000,0.031424,32.275975
1,5,10000,0,1000,6,25,5,UCT,1000,0.032091,32.297301
1,5,10000,0,1000,6,10,5,UCT,1000,0.034048,32.373436
1,10,10000,0,1000,6,25,5,UCT,1000,0.031001,32.501574
1,5,10000,0,1000,6,1,5,UCT,1000,0.040064,32.517409
1,10,10000,0,1000,6,50,5,UCT,1000,0.029583,32.570681
1,10,10000,0,1000,6,10,5,UCT,1000,0.032996,32.840216
1,10,10000,0,1000,6,1,5,UCT,1000,0.040217,33.24934
1,15,10000,0,1000,6,50,5,UCT,1000,0.029076,33.516542
1,15,10000,0,1000,6,25,5,UCT,1000,0.031471,33.56094
1,15,10000,0,1000,6,10,5,UCT,1000,0.032455,33.837227
1,15,10000,0,1000,6,1,5,UCT,1000,0.036109,34.284819
1,5,15000,0,1000,6,50,5,UCT,1000,0.050138,32.246237
1,5,15000,0,1000,6,10,5,UCT,1000,0.053852,32.258195
1,5,15000,0,1000,6,25,5,UCT,1000,0.050664,32.276443
1,10,15000,0,1000,6,50,5,UCT,1000,0.047287,32.313999
1,10,15000,0,1000,6,25,5,UCT,1000,0.0486,32.357845
1,5,15000,0,1000,6,1,5,UCT,1000,0.063298,32.382004
1,10,15000,0,1000,6,10,5,UCT,1000,0.052465,32.416169
1,10,15000,0,1000,6,1,5,UCT,1000,0.059857,32.767572
1,15,15000,0,1000,6,50,5,UCT,1000,0.04614,32.831363
1,15,15000,0,1000,6,25,5,UCT,1000,0.048017,32.922131
1,15,15000,0,1000,6,10,5,UCT,1000,0.051653,32.97221
1,15,15000,0,1000,6,1,5,UCT,1000,0.057901,33.364705
1,5,25000,0,1000,6,10,5,UCT,1000,0.147904,32.160362
1,10,25000,0,1000,6,50,5,UCT,1000,0.084108,32.167942
1,5,25000,0,1000,6,1,5,UCT,1000,0.112606,32.179237
1,5,25000,0,1000,6,25,5,UCT,1000,0.090603,32.18406
1,10,25000,0,1000,6,10,5,UCT,1000,0.094272,32.226901
1,15,25000,0,1000,6,50,5,UCT,1000,0.083098,32.232869
1,15,25000,0,1000,6,25,5,UCT,1000,0.088255,32.276815
1,10,25000,0,1000,6,1,5,UCT,1000,0.105988,32.363122
1,15,25000,0,1000,6,10,5,UCT,1000,0.092479,32.364247
1,15,25000,0,1000,6,1,5,UCT,1000,0.106397,32.452458
1,5,50000,0,1000,6,1,5,UCT,1000,0.246151,32.069019
1,15,50000,0,1000,6,25,5,UCT,1000,0.192759,32.09457
1,5,50000,0,1000,6,10,5,UCT,1000,0.21222,32.102072
1,15,50000,0,1000,6,10,5,UCT,1000,0.209387,32.109558
1,10,50000,0,1000,6,25,5,UCT,1000,0.194057,32.11057
1,15,50000,0,1000,6,50,5,UCT,1000,0.183936,32.121197
1,10,50000,0,1000,6,10,5,UCT,1000,0.209899,32.124126
1,5,50000,0,1000,6,25,5,UCT,1000,0.197627,32.166114
1,5,50000,0,1000,6,50,5,UCT,1000,0.199187,32.170558
1,15,50000,0,1000,6,1,5,UCT,1000,0.22257,32.192428
1,10,50000,0,1000,6,1,5,UCT,1000,0.229863,32.221462
1,15,75000,0,1000,6,50,5,UCT,1000,0.305442,32.07744
1,15,75000,0,1000,6,25,5,UCT,1000,0.309741,32.090582
1,10,75000,0,1000,6,10,5,UCT,1000,0.340385,32.099469
1,15,75000,0,1000,6,10,5,UCT,1000,0.325715,32.100026
1,10,75000,0,1000,6,25,5,UCT,1000,0.306088,32.104227
1,15,75000,0,1000,6,1,5,UCT,1000,0.351196,32.109457
1,10,75000,0,1000,6,50,5,UCT,1000,0.293263,32.112156
1,5,75000,0,1000,6,1,5,UCT,1000,0.388452,32.112173
1,5,75000,0,1000,6,25,5,UCT,1000,0.311356,32.130415
1,5,75000,0,1000,6,50,5,UCT,1000,0.30764,32.184227
1,5,75000,0,1000,6,10,5,UCT,1000,0.336803,32.184398
1,10,75000,0,1000,6,1,5,UCT,1000,0.362403,32.204688
1,15,100000,0,1000,6,10,5,UCT,1000,0.450603,32.089712
1,10,100000,0,1000,6,25,5,UCT,1000,0.451383,32.103683
1,10,100000,0,1000,6,50,5,UCT,1000,0.404719,32.109428
1,10,100000,0,1000,6,10,5,UCT,1000,0.478504,32.109611
1,15,100000,0,1000,6,25,5,UCT,1000,0.423024,32.110339
1,5,100000,0,1000,6,25,5,UCT,1000,0.643427,32.111114
1,15,100000,0,1000,6,50,5,UCT,1000,0.403788,32.118369
1,10,100000,0,1000,6,1,5,UCT,1000,0.497222,32.119788
1,5,100000,0,1000,6,10,5,UCT,1000,0.473147,32.122528
1,15,100000,0,1000,6,1,5,UCT,1000,0.497456,32.12567
1,5,100000,0,1000,6,50,5,UCT,1000,0.41668,32.133214
1,5,100000,0,1000,6,1,5,UCT,1000,0.527688,32.163499
